cpg,gene,chromosome,f_type
cg00788028,Intergenic,chr2,Island
cg00788177,Intergenic,chr6,Island
cg00788815,Intergenic,chrX,N_Shore
cg00789198,Intergenic,*,Open_Sea
cg00789328,Intergenic,chr8,N_Shore
cg00791024,Intergenic,chr15,Open_Sea
cg00792424,Intergenic,chr6,S_Shore
cg00792513,Intergenic,chr6,Island
cg00792723,Intergenic,chr10,Open_Sea
cg00793591,Intergenic,chr14,Island
cg00793719,Intergenic,chr14,Open_Sea
cg00797058,Intergenic,chr10,Open_Sea
cg00800353,Intergenic,chr12,Island
cg00801339,Intergenic,chr3,N_Shelf
cg00802903,Intergenic,chr7,S_Shelf
cg00803827,Intergenic,chr10,Island
cg00804796,Intergenic,chr13,N_Shelf
cg00806644,Intergenic,chr10,Open_Sea
cg00806826,Intergenic,chr10,N_Shelf
cg00808086,Intergenic,chr16,N_Shore
cg00808563,Intergenic,chr5,N_Shore
cg00808721,Intergenic,chr19,S_Shore
cg00810956,Intergenic,chr3,Island
cg00811065,Intergenic,chr7,Island
cg00812438,Intergenic,chr12,Island
cg00815832,Intergenic,chr1,Island
cg00816240,Intergenic,chr2,N_Shore
cg00820056,Intergenic,chr8,N_Shore
cg00821483,Intergenic,chr17,Open_Sea
cg00824767,Intergenic,chr10,Island
cg00827210,Intergenic,chr8,N_Shelf
cg00828836,Intergenic,chr2,Open_Sea
cg00829600,Intergenic,chr16,N_Shelf
cg00829961,Intergenic,chr8,Island
cg00830325,Intergenic,chr6,N_Shore
cg00830419,Intergenic,chr2,Open_Sea
cg00830435,Intergenic,chr1,Island
cg00831032,Intergenic,chrX,N_Shore
cg00832567,Intergenic,chr19,Open_Sea
cg00834923,Intergenic,chr16,Open_Sea
cg00835825,Intergenic,chr16,Open_Sea
cg00838860,Intergenic,chr16,Island
cg00838898,Intergenic,chr16,S_Shore
cg00839507,Intergenic,chr9,N_Shore
cg00842325,Intergenic,chr20,Island
cg00842687,Intergenic,chr3,Open_Sea
cg00847221,Intergenic,chr17,Open_Sea
cg00847277,Intergenic,chr8,Island
cg00849692,Intergenic,chr6,N_Shore
cg00850073,Intergenic,chr5,N_Shore
cg00850481,Intergenic,chr1,S_Shore
cg00851028,Intergenic,chr1,Open_Sea
cg00851830,Intergenic,chr14,N_Shelf
cg00852705,Intergenic,chr15,Open_Sea
cg00852846,Intergenic,chr2,N_Shore
cg00856041,Intergenic,chr6,N_Shore
cg00857435,Intergenic,chr7,Open_Sea
cg00857907,Intergenic,chr2,N_Shore
cg00861010,Intergenic,chr1,S_Shelf
cg00861610,Intergenic,chr4,N_Shore
cg00862417,Intergenic,chr1,N_Shore
cg00863286,Intergenic,chr4,N_Shelf
cg00864691,Intergenic,chr16,Open_Sea
cg00864821,Intergenic,chr10,Open_Sea
cg00866439,Intergenic,chr10,Open_Sea
cg00866476,Intergenic,chr2,N_Shore
cg00867230,Intergenic,chr1,N_Shore
cg00868766,Intergenic,chr15,Open_Sea
cg00872104,Intergenic,chr16,Open_Sea
cg00872683,Intergenic,chr4,Open_Sea
cg00872726,Intergenic,chr14,Island
cg00872900,Intergenic,*,Open_Sea
cg00873616,Intergenic,chr20,N_Shore
cg00874691,Intergenic,chr4,N_Shore
cg00875382,Intergenic,chr4,Open_Sea
cg00875788,Intergenic,chr10,Open_Sea
cg00877632,Intergenic,chr10,Open_Sea
cg00877938,Intergenic,chr4,N_Shore
cg00879003,Intergenic,chr3,N_Shore
cg00880872,Intergenic,chr9,N_Shore
cg00881300,Intergenic,chr15,Island
cg00882175,Intergenic,chr4,N_Shore
cg00883123,Intergenic,chr4,Open_Sea
cg00883218,Intergenic,chr1,N_Shore
cg00883565,Intergenic,chr10,S_Shore
cg00883831,Intergenic,chr2,S_Shore
cg00884081,Intergenic,chr4,Open_Sea
cg00886780,Intergenic,chr6,N_Shore
cg00887508,Intergenic,chr13,Open_Sea
cg00889398,Intergenic,chr13,Island
cg00890049,Intergenic,chr6,Open_Sea
cg00890145,Intergenic,*,Open_Sea
cg00890363,Intergenic,chr4,S_Shelf
cg00891886,Intergenic,chr7,Open_Sea
cg00894567,Intergenic,chr10,Open_Sea
cg00895132,Intergenic,chr3,Open_Sea
cg00895354,Intergenic,*,Open_Sea
cg00896068,Intergenic,chr13,Open_Sea
cg00896347,Intergenic,chr12,Island
cg00898157,Intergenic,chr9,Island
cg00901051,Intergenic,chr1,Island
cg00903932,Intergenic,chr1,Open_Sea
cg00905419,Intergenic,chr1,Open_Sea
cg00908292,Intergenic,chr17,Open_Sea
cg00908427,Intergenic,chr1,Open_Sea
cg00908584,Intergenic,chr7,Open_Sea
cg00910518,Intergenic,chr1,S_Shelf
cg00910616,Intergenic,chr1,N_Shelf
cg00915990,Intergenic,chr3,Open_Sea
cg00917181,Intergenic,chr17,S_Shelf
cg00917569,Intergenic,chr16,Island
cg00917603,Intergenic,*,Open_Sea
cg00919126,Intergenic,chr4,Open_Sea
cg00919971,Intergenic,chr7,Island
cg00920799,Intergenic,*,Open_Sea
cg00921160,Intergenic,chr14,Open_Sea
cg00923259,Intergenic,chr1,Open_Sea
cg00923934,Intergenic,chr8,Open_Sea
cg00924017,Intergenic,chr1,Island
cg00924143,Intergenic,chr12,Island
cg00924144,Intergenic,*,Open_Sea
cg00924855,Intergenic,chr22,N_Shore
cg00925778,Intergenic,chr10,S_Shelf
cg00927256,Intergenic,chr2,Open_Sea
cg00927503,Intergenic,chr2,Open_Sea
cg00927624,Intergenic,chr14,S_Shelf
cg00928002,Intergenic,*,Open_Sea
cg00929523,Intergenic,chr1,Island
cg00929871,Intergenic,*,Open_Sea
cg00931944,Intergenic,chr8,N_Shore
cg00933696,Intergenic,chr16,Island
cg00937515,Intergenic,chr16,Open_Sea
cg00938658,Intergenic,chr6,Open_Sea
cg00940007,Intergenic,chr15,N_Shore
cg00941010,Intergenic,chr8,Open_Sea
cg00941203,Intergenic,chr10,Open_Sea
cg00941900,Intergenic,chr14,Open_Sea
cg00943382,Intergenic,chr7,Open_Sea
cg00943851,Intergenic,chr6,Open_Sea
cg00944431,Intergenic,chr1,Island
cg00945789,Intergenic,chr5,N_Shore
cg00946921,Intergenic,chr14,N_Shore
cg00947686,Intergenic,chr1,S_Shore
cg00948085,Intergenic,chr7,N_Shore
cg00950086,Intergenic,chr10,Open_Sea
cg00952054,Intergenic,chr1,Open_Sea
cg00954256,Intergenic,chr1,Open_Sea
cg00956199,Intergenic,chr10,Island
cg00956679,Intergenic,chr14,Open_Sea
cg00956759,Intergenic,chr17,Open_Sea
cg00957641,Intergenic,chr12,Open_Sea
cg00957686,Intergenic,*,Open_Sea
cg00958334,Intergenic,chr13,Island
cg00959431,Intergenic,chr9,Island
cg00959635,Intergenic,chr7,N_Shore
cg00961450,Intergenic,*,Open_Sea
cg00961866,Intergenic,chr10,Island
cg00962793,Intergenic,chr14,Open_Sea
cg00965971,Intergenic,chr12,Open_Sea
cg00966522,Intergenic,chr4,Open_Sea
cg00966930,Intergenic,chr1,Open_Sea
cg00970361,Intergenic,chr15,S_Shore
cg00970396,Intergenic,chr16,Open_Sea
cg00972140,Intergenic,chr1,Open_Sea
cg00974255,Intergenic,chr17,Open_Sea
cg00974653,Intergenic,chr4,S_Shore
cg00977827,Intergenic,*,Open_Sea
cg00983697,Intergenic,chr1,S_Shelf
cg00984540,Intergenic,chr7,Island
cg00986047,Intergenic,chr10,Island
cg00987031,Intergenic,chr5,Island
cg00987246,Intergenic,chr13,Open_Sea
cg00987534,Intergenic,chr7,Open_Sea
cg00989160,Intergenic,chr3,Open_Sea
cg00989229,Intergenic,chr16,Open_Sea
cg00989365,Intergenic,chr14,Island
cg00989986,Intergenic,chr8,N_Shore
cg00991179,Intergenic,chr16,Open_Sea
cg00991875,Intergenic,chr6,Island
cg00991958,Intergenic,chr1,Island
cg00992850,Intergenic,chr7,S_Shore
cg00995804,Intergenic,*,Open_Sea
cg00996758,Intergenic,chr3,N_Shore
cg00996790,Intergenic,chr8,S_Shore
cg00996827,Intergenic,chr1,Open_Sea
cg00997130,Intergenic,chr3,N_Shelf
cg00998124,Intergenic,chr12,S_Shore
cg00998451,Intergenic,chr13,Island
cg00998784,Intergenic,chr5,Island
cg01002570,Intergenic,chr2,N_Shore
cg01002722,Intergenic,chr7,N_Shore
cg01003666,Intergenic,chr7,N_Shore
cg01008433,Intergenic,chr10,Open_Sea
cg01009920,Intergenic,chr8,Open_Sea
cg01010285,Intergenic,chr2,Open_Sea
cg01011530,Intergenic,chr13,Open_Sea
cg01011533,Intergenic,chr10,S_Shelf
cg01013317,Intergenic,chr19,N_Shelf
cg01014224,Intergenic,chr13,Open_Sea
cg01015769,Intergenic,chr2,S_Shore
cg01016662,Intergenic,chr1,Island
cg01017395,Intergenic,chr1,Open_Sea
cg01018477,Intergenic,chr5,N_Shore
cg01018492,Intergenic,chr4,Open_Sea
cg01019262,Intergenic,chr1,N_Shelf
cg01021658,Intergenic,chr17,Open_Sea
cg01021743,Intergenic,chr2,Open_Sea
cg01022012,Intergenic,chr2,N_Shore
cg01023872,Intergenic,chr6,S_Shore
cg01023967,Intergenic,chr14,Open_Sea
cg01024455,Intergenic,chr14,Open_Sea
cg01025095,Intergenic,chr5,Open_Sea
cg01025233,Intergenic,chr5,Island
cg01025302,Intergenic,chr5,Open_Sea
cg01025774,Intergenic,chr5,Island
cg01026204,Intergenic,chr13,Open_Sea
cg01026233,Intergenic,chr2,Open_Sea
cg01027858,Intergenic,chr3,Open_Sea
cg01029395,Intergenic,chr22,Open_Sea
cg01029637,Intergenic,chr20,N_Shore
cg01030081,Intergenic,chr13,Open_Sea
cg01032119,Intergenic,chr5,Open_Sea
cg01034737,Intergenic,chr5,Island
cg01034884,Intergenic,chr16,N_Shelf
cg01035640,Intergenic,chr17,N_Shelf
cg01039752,Intergenic,chr16,S_Shelf
cg01039763,Intergenic,chr9,Island
cg01039990,Intergenic,chrX,Island
cg01040434,Intergenic,chr1,N_Shore
cg01043336,Intergenic,chr5,Open_Sea
cg01047586,Intergenic,chr2,Island
cg01048445,Intergenic,chr2,Island
cg01050266,Intergenic,chr2,Open_Sea
cg01052701,Intergenic,chr12,S_Shore
cg01053241,Intergenic,chr8,N_Shore
cg01055129,Intergenic,*,Open_Sea
cg01056615,Intergenic,chr5,Open_Sea
cg01058584,Intergenic,chr1,Open_Sea
cg01060282,Intergenic,chr16,Open_Sea
cg01060938,Intergenic,chr16,Open_Sea
cg01061424,Intergenic,chr12,Island
cg01061480,Intergenic,chr6,Open_Sea
cg01063579,Intergenic,chr16,Island
cg01065592,Intergenic,chr7,Island
cg01065679,Intergenic,chr1,Open_Sea
cg01066179,Intergenic,chr5,Open_Sea
cg01069648,Intergenic,chr2,Open_Sea
cg01071459,Intergenic,chr5,N_Shore
cg01072076,Intergenic,chr5,Island
cg01072388,Intergenic,chr16,Island
cg01072969,Intergenic,chr19,S_Shore
cg01075005,Intergenic,chr6,Island
cg01082229,Intergenic,chr20,S_Shelf
cg01082512,Intergenic,chr10,N_Shore
cg01084500,Intergenic,chr1,Open_Sea
cg01085537,Intergenic,chr10,N_Shore
cg01088382,Intergenic,chr10,S_Shore
cg01088410,Intergenic,chr5,Island
cg01091514,Intergenic,chr4,S_Shore
cg01091951,Intergenic,chr5,S_Shore
cg01093028,Intergenic,chr12,S_Shore
cg01093934,Intergenic,chr2,Open_Sea
cg01097180,Intergenic,chr16,N_Shore
cg01097384,Intergenic,chr11,Island
cg01097725,Intergenic,*,Open_Sea
cg01101677,Intergenic,chr2,N_Shore
cg01102193,Intergenic,chr1,Open_Sea
cg01105140,Intergenic,chr1,Island
cg01106338,Intergenic,chr18,Island
cg01106529,Intergenic,chr9,Island
cg01106649,Intergenic,chr2,Open_Sea
cg01106926,Intergenic,chr4,S_Shore
cg01108633,Intergenic,chr7,Open_Sea
cg01113073,Intergenic,chr6,Open_Sea
cg01114033,Intergenic,chr11,Open_Sea
cg01119374,Intergenic,chr2,N_Shore
cg01119585,Intergenic,chr2,N_Shore
cg01120132,Intergenic,chr19,Open_Sea
cg01124922,Intergenic,chr5,Open_Sea
cg01126532,Intergenic,chr14,Open_Sea
cg01128736,Intergenic,chr6,Open_Sea
cg01130364,Intergenic,chr10,Island
cg01130771,Intergenic,chr5,Island
cg01130991,Intergenic,chr17,S_Shelf
cg01131625,Intergenic,*,Open_Sea
cg01135546,Intergenic,chr17,Open_Sea
cg01136167,Intergenic,chr7,Island
cg01136850,Intergenic,chr4,Open_Sea
cg01138078,Intergenic,chr7,Open_Sea
cg01139101,Intergenic,chr2,Open_Sea
cg01139342,Intergenic,chr16,S_Shore
cg01139541,Intergenic,*,Open_Sea
cg01140416,Intergenic,chr7,Open_Sea
cg01141413,Intergenic,chr4,N_Shore
cg01142579,Intergenic,chr4,Open_Sea
cg01145572,Intergenic,*,Open_Sea
cg01145686,Intergenic,chr2,N_Shore
cg01147810,Intergenic,chr2,N_Shore
cg01148120,Intergenic,chr6,Island
cg01150351,Intergenic,chr1,N_Shore
cg01150683,Intergenic,chr10,Island
cg01152072,Intergenic,chr4,Open_Sea
cg01152130,Intergenic,chr11,S_Shore
cg01153385,Intergenic,chr12,Open_Sea
cg01153613,Intergenic,chr6,Open_Sea
cg01156844,Intergenic,chr15,N_Shelf
cg01156892,Intergenic,chr14,Open_Sea
cg01157871,Intergenic,chr4,Open_Sea
cg01158527,Intergenic,chr11,Open_Sea
cg01161889,Intergenic,chr6,Island
cg01162421,Intergenic,chr4,Open_Sea
cg01164584,Intergenic,chr8,N_Shore
cg01165043,Intergenic,chr2,N_Shore
cg01165560,Intergenic,chr11,N_Shore
cg01166876,Intergenic,chr2,Open_Sea
cg01167502,Intergenic,chr6,N_Shore
cg01167615,Intergenic,chr2,Open_Sea
cg01167628,Intergenic,*,Open_Sea
cg01168833,Intergenic,chr12,Open_Sea
cg01170129,Intergenic,chr2,Open_Sea
cg01172872,Intergenic,chr7,N_Shore
cg01176947,Intergenic,chr6,Island
cg01176949,Intergenic,chr13,S_Shelf
cg01178854,Intergenic,chr1,S_Shelf
cg01180831,Intergenic,chr14,Open_Sea
cg01182154,Intergenic,chr13,S_Shelf
cg01182430,Intergenic,chr18,Open_Sea
cg01184975,Intergenic,chr12,Island
cg01185470,Intergenic,chr9,N_Shore
cg01185573,Intergenic,chr3,Open_Sea
cg01186980,Intergenic,chr17,Open_Sea
cg01187600,Intergenic,chr7,Open_Sea
cg01188497,Intergenic,chr13,Open_Sea
cg01190024,Intergenic,chr10,Island
cg01191058,Intergenic,chr16,Open_Sea
cg01193064,Intergenic,*,Open_Sea
cg01194279,Intergenic,chr12,Open_Sea
cg01195276,Intergenic,chr11,Open_Sea
cg01195676,Intergenic,chr14,Open_Sea
cg01196517,Intergenic,chr6,Open_Sea
cg01196788,Intergenic,chr2,S_Shore
cg01198111,Intergenic,chr7,Open_Sea
cg01198364,Intergenic,chr5,Open_Sea
cg01200442,Intergenic,chr1,N_Shore
cg01203153,Intergenic,chr5,N_Shore
cg01203286,Intergenic,chr2,Open_Sea
cg01204210,Intergenic,chr10,Island
cg01204772,Intergenic,chr2,Island
cg01209909,Intergenic,chr20,Island
cg01209984,Intergenic,chr21,Open_Sea
cg01211065,Intergenic,chr10,Island
cg01213440,Intergenic,chr7,Open_Sea
cg01214240,Intergenic,chr16,Island
cg01216497,Intergenic,chr13,Open_Sea
cg01218150,Intergenic,chr13,Island
cg01218371,Intergenic,chr16,N_Shore
cg01218619,Intergenic,chr4,Island
cg01219553,Intergenic,chr2,Open_Sea
cg01221209,Intergenic,chr5,Island
cg01222380,Intergenic,chr5,Open_Sea
cg01223336,Intergenic,chr2,Island
cg01227492,Intergenic,chr4,N_Shelf
cg01227572,Intergenic,chr5,N_Shore
cg01228271,Intergenic,chr3,N_Shelf
cg01229943,Intergenic,chr6,Open_Sea
cg01232037,Intergenic,chr18,S_Shelf
cg01232206,Intergenic,*,Open_Sea
cg01232969,Intergenic,chr18,Open_Sea
cg01233025,Intergenic,*,Open_Sea
cg01233664,Intergenic,chr2,Open_Sea
cg01234044,Intergenic,chr7,Island
cg01237501,Intergenic,chr16,Open_Sea
cg01238435,Intergenic,chr5,Open_Sea
cg01239389,Intergenic,*,Open_Sea
cg01240056,Intergenic,chr7,Island
cg01243072,Intergenic,chr2,Island
cg01246622,Intergenic,chr10,Open_Sea
cg01249202,Intergenic,chr13,Open_Sea
cg01249316,Intergenic,chr13,Open_Sea
cg01249360,Intergenic,chr16,Open_Sea
cg01250563,Intergenic,chr15,Open_Sea
cg01252713,Intergenic,chr2,Open_Sea
cg01254890,Intergenic,chr15,N_Shore
cg01254991,Intergenic,chr4,S_Shelf
cg01255417,Intergenic,chr6,Island
cg01256232,Intergenic,chr14,Open_Sea
cg01256365,Intergenic,chr16,N_Shore
cg01256674,Intergenic,chr5,S_Shore
cg01257171,Intergenic,chr5,S_Shore
cg01258031,Intergenic,chr2,N_Shore
cg01260146,Intergenic,chr1,Island
cg01260435,Intergenic,*,Open_Sea
cg01261797,Intergenic,chr11,Open_Sea
cg01262133,Intergenic,chr6,Open_Sea
cg01263165,Intergenic,*,Open_Sea
cg01263631,Intergenic,chr16,Open_Sea
cg01264639,Intergenic,chr5,Open_Sea
cg01269718,Intergenic,chr18,Island
cg01270206,Intergenic,chr20,N_Shore
cg01270241,Intergenic,chr14,Open_Sea
cg01271485,Intergenic,chr2,S_Shelf
cg01271835,Intergenic,chr10,Open_Sea
cg01273232,Intergenic,chr15,Island
cg01273336,Intergenic,chr13,Open_Sea
cg01274257,Intergenic,chr22,S_Shelf
cg01275661,Intergenic,chr10,Open_Sea
cg01276201,Intergenic,chr10,Island
cg01277162,Intergenic,chr13,Open_Sea
cg01277603,Intergenic,chr22,S_Shore
cg01278720,Intergenic,chr22,Island
cg01279413,Intergenic,chr20,N_Shore
cg01281231,Intergenic,chr13,Open_Sea
cg01282174,Intergenic,chr11,Open_Sea
cg01285237,Intergenic,chr15,Open_Sea
cg01286665,Intergenic,chr5,N_Shore
cg01287514,Intergenic,chr5,S_Shore
cg01292539,Intergenic,chr2,Open_Sea
cg01292793,Intergenic,chr7,Open_Sea
cg01292846,Intergenic,chr17,Open_Sea
cg01293207,Intergenic,chr7,N_Shelf
cg01293971,Intergenic,*,Open_Sea
cg01294283,Intergenic,chr2,Open_Sea
cg01295994,Intergenic,chr19,N_Shore
cg01296230,Intergenic,chr2,Open_Sea
cg01296927,Intergenic,chr2,Open_Sea
cg01297762,Intergenic,chr2,S_Shelf
cg01297896,Intergenic,chr8,N_Shore
cg01298102,Intergenic,chr16,Open_Sea
cg01298304,Intergenic,chr1,N_Shore
cg01299082,Intergenic,*,Open_Sea
cg01300464,Intergenic,chr19,S_Shore
cg01300641,Intergenic,chr10,Open_Sea
cg01307130,Intergenic,chr10,N_Shelf
cg01308087,Intergenic,chr2,Open_Sea
cg01308202,Intergenic,chr5,Open_Sea
cg01308913,Intergenic,chrX,Island
cg01309744,Intergenic,chr7,Island
cg01311151,Intergenic,chr12,N_Shore
cg01312316,Intergenic,chr7,Open_Sea
cg01312394,Intergenic,chr2,Open_Sea
cg01312665,Intergenic,chr20,Island
cg01315112,Intergenic,chr10,Open_Sea
cg01315201,Intergenic,chr13,Open_Sea
cg01315916,Intergenic,chr5,Island
cg01316152,Intergenic,chr10,S_Shelf
cg01316378,Intergenic,chr10,Open_Sea
cg01316476,Intergenic,chr7,S_Shore
cg01317772,Intergenic,chr16,Open_Sea
cg01319892,Intergenic,chr10,Open_Sea
cg01320298,Intergenic,chr3,Open_Sea
cg01323224,Intergenic,chr5,S_Shelf
cg01326120,Intergenic,*,Open_Sea
cg01328119,Intergenic,chr1,Island
cg01328158,Intergenic,chr2,N_Shore
cg01329756,Intergenic,chr17,Island
cg01331772,Intergenic,chr2,Open_Sea
cg01332342,Intergenic,chr2,N_Shore
cg01333242,Intergenic,chr13,Open_Sea
cg01337813,Intergenic,chr7,Island
cg01341969,Intergenic,*,Open_Sea
cg01343344,Intergenic,chr1,Island
cg01345395,Intergenic,chr6,N_Shelf
cg01348293,Intergenic,chr7,Island
cg01348424,Intergenic,chr6,Island
cg01349034,Intergenic,chr10,Open_Sea
cg01350680,Intergenic,chr10,S_Shore
cg01351278,Intergenic,*,Open_Sea
cg01352906,Intergenic,chr1,N_Shore
cg01353960,Intergenic,chr2,Open_Sea
cg01357222,Intergenic,chr6,Open_Sea
cg01359809,Intergenic,chr17,Open_Sea
cg01361361,Intergenic,chr3,Open_Sea
cg01361499,Intergenic,chr15,N_Shelf
cg01364674,Intergenic,chr1,Open_Sea
cg01365049,Intergenic,*,Open_Sea
cg01365639,Intergenic,chr10,N_Shore
cg01366595,Intergenic,chr5,Island
cg01368430,Intergenic,chr7,Open_Sea
cg01369033,Intergenic,chr4,N_Shore
cg01369378,Intergenic,chr5,Island
cg01370805,Intergenic,chr22,N_Shore
cg01371799,Intergenic,chr7,Island
cg01372422,Intergenic,chrX,S_Shelf
cg01372551,Intergenic,chr7,Open_Sea
cg01372939,Intergenic,chr16,Open_Sea
cg01376402,Intergenic,chr1,Island
cg01379237,Intergenic,chr3,Open_Sea
cg01382768,Intergenic,chr7,Open_Sea
cg01383345,Intergenic,chr10,Open_Sea
cg01385412,Intergenic,chr2,N_Shore
cg01386424,Intergenic,chr6,Island
cg01388260,Intergenic,chr16,Open_Sea
cg01388847,Intergenic,chr16,S_Shore
cg01390061,Intergenic,chr2,N_Shore
cg01391280,Intergenic,*,Open_Sea
cg01395127,Intergenic,chr6,N_Shore
cg01396176,Intergenic,chr12,Island
cg01400671,Intergenic,chr9,Island
cg01401344,Intergenic,chr4,Island
cg01401762,Intergenic,chr4,Open_Sea
cg01403379,Intergenic,chr10,N_Shelf
cg01405404,Intergenic,*,Open_Sea
cg01406072,Intergenic,chr13,S_Shore
cg01412419,Intergenic,chr16,Open_Sea
cg01412856,Intergenic,chr16,N_Shore
cg01414268,Intergenic,*,Open_Sea
cg01414487,Intergenic,chr5,Open_Sea
cg01414572,Intergenic,chr12,N_Shelf
cg01417037,Intergenic,chr5,Open_Sea
cg01417062,Intergenic,chr10,Open_Sea
cg01417364,Intergenic,chr12,Open_Sea
cg01417849,Intergenic,chr6,Open_Sea
cg01418951,Intergenic,chr19,N_Shore
cg01419136,Intergenic,chr5,Open_Sea
cg01420159,Intergenic,chr16,Open_Sea
cg01420369,Intergenic,chr12,Open_Sea
cg01420688,Intergenic,chr6,N_Shore
cg01421726,Intergenic,chr10,Open_Sea
cg01423251,Intergenic,chr6,Open_Sea
cg01423389,Intergenic,chr3,S_Shore
cg01424561,Intergenic,chr7,Open_Sea
cg01424624,Intergenic,chr11,Open_Sea
cg01424839,Intergenic,chr19,S_Shelf
cg01425409,Intergenic,chr3,N_Shelf
cg01426169,Intergenic,chr8,N_Shelf
cg01426195,Intergenic,chr3,Open_Sea
cg01427471,Intergenic,chr11,Open_Sea
cg01429449,Intergenic,chr2,Island
cg01430218,Intergenic,chr7,Island
cg01431140,Intergenic,chr17,Open_Sea
cg01432120,Intergenic,chr2,Island
cg01433527,Intergenic,chr7,Island
cg01434160,Intergenic,chr5,N_Shore
cg01437917,Intergenic,chr17,N_Shore
cg01440570,Intergenic,chr2,Open_Sea
cg01441699,Intergenic,chr1,S_Shore
cg01442005,Intergenic,chr17,Open_Sea
cg01442601,Intergenic,chr14,Island
cg01442959,Intergenic,*,Open_Sea
cg01444574,Intergenic,chr2,S_Shore
cg01446350,Intergenic,chr16,S_Shelf
cg01448115,Intergenic,chr12,Open_Sea
cg01449136,Intergenic,chr14,Island
cg01449144,Intergenic,chr8,N_Shore
cg01450228,Intergenic,chr16,Open_Sea
cg01455568,Intergenic,chr7,Island
cg01455766,Intergenic,chr16,S_Shore
cg01456151,Intergenic,chr16,N_Shore
cg01456609,Intergenic,chr16,N_Shelf
cg01457883,Intergenic,chr8,Open_Sea
cg01461211,Intergenic,chr16,Open_Sea
cg01461824,Intergenic,chr17,Open_Sea
cg01462537,Intergenic,chr10,Open_Sea
cg01463644,Intergenic,chr16,Open_Sea
cg01464703,Intergenic,chr11,Open_Sea
cg01468579,Intergenic,chr10,Open_Sea
cg01469887,Intergenic,chr2,Island
cg01473038,Intergenic,chr2,N_Shore
cg01476842,Intergenic,chr7,N_Shore
cg01477326,Intergenic,chr13,N_Shore
cg01479187,Intergenic,chr2,Open_Sea
cg01481159,Intergenic,chr20,N_Shore
cg01482860,Intergenic,chr12,Island
cg01486146,Intergenic,chr10,Island
cg01486262,Intergenic,chr1,Island
cg01487661,Intergenic,chr7,Island
cg01489419,Intergenic,chr16,Open_Sea
cg01491071,Intergenic,chr2,N_Shore
cg01496136,Intergenic,chr16,Open_Sea
cg01497613,Intergenic,chr17,Island
cg01498468,Intergenic,chr16,Open_Sea
cg01498609,Intergenic,chr6,Open_Sea
cg01500055,Intergenic,chr17,Open_Sea
cg01504248,Intergenic,chr4,S_Shelf
cg01504690,Intergenic,chr11,Open_Sea
cg01509330,Intergenic,chr6,Open_Sea
cg01511806,Intergenic,chr16,Island
cg01511901,Intergenic,chr13,Open_Sea
cg01513060,Intergenic,chr8,Open_Sea
cg01513392,Intergenic,chr20,N_Shore
cg01514353,Intergenic,chr22,N_Shelf
cg01514465,Intergenic,chr4,N_Shelf
cg01515444,Intergenic,chr20,N_Shore
cg01517500,Intergenic,chr2,Open_Sea
cg01519253,Intergenic,chr12,Island
cg01519365,Intergenic,chr16,Island
cg01519508,Intergenic,chr16,Island
cg01520986,Intergenic,chr6,Open_Sea
cg01524149,Intergenic,chr16,N_Shelf
cg01524278,Intergenic,chr12,Island
cg01524860,Intergenic,chr6,Island
cg01526177,Intergenic,chr4,N_Shelf
