cpg,gene,chromosome,f_type
cg01035931,Intergenic,chr19,S_Shelf
cg01037523,Intergenic,chr3,Open_Sea
cg01039871,Intergenic,chr19,N_Shelf
cg01043076,Intergenic,chr8,N_Shore
cg01043588,Intergenic,chrX,N_Shore
cg01043669,Intergenic,chr3,N_Shelf
cg01045374,Intergenic,chr15,S_Shelf
cg01050273,Intergenic,chr14,N_Shore
cg01051327,Intergenic,chr1,N_Shore
cg01052276,Intergenic,chr2,N_Shore
cg01052699,Intergenic,chr4,Open_Sea
cg01054140,Intergenic,chr2,N_Shore
cg01057882,Intergenic,chr14,Open_Sea
cg01058569,Intergenic,chr12,Island
cg01059012,Intergenic,chr6,Open_Sea
cg01060989,Intergenic,chr1,Open_Sea
cg01061714,Intergenic,chr5,N_Shore
cg01061980,Intergenic,chr14,Open_Sea
cg01066588,Intergenic,chr16,S_Shelf
cg01067139,Intergenic,chr5,Island
cg01067216,Intergenic,chr14,Island
cg01068332,Intergenic,chr8,Open_Sea
cg01069043,Intergenic,chr10,N_Shore
cg01070250,Intergenic,*,Open_Sea
cg01071185,Intergenic,chr1,Open_Sea
cg01073668,Intergenic,chr2,Open_Sea
cg01074104,Intergenic,chr1,N_Shelf
cg01074392,Intergenic,chr21,Island
cg01074498,Intergenic,chr18,S_Shelf
cg01074622,Intergenic,chr7,N_Shelf
cg01076254,Intergenic,chr17,N_Shore
cg01076861,Intergenic,chr6,Open_Sea
cg01077024,Intergenic,*,Open_Sea
cg01077274,Intergenic,chr1,S_Shore
cg01077379,Intergenic,chr1,Open_Sea
cg01079019,Intergenic,chr16,Open_Sea
cg01079632,Intergenic,*,Open_Sea
cg01079795,Intergenic,chr1,N_Shore
cg01080368,Intergenic,chr2,S_Shelf
cg01080456,Intergenic,chr7,Open_Sea
cg01080560,Intergenic,chr19,S_Shelf
cg01080713,Intergenic,chr2,Open_Sea
cg01083223,Intergenic,chr6,Open_Sea
cg01083598,Intergenic,chr16,Island
cg01086526,Intergenic,chr5,Island
cg01087287,Intergenic,chrX,N_Shore
cg01088863,Intergenic,chr10,S_Shore
cg01090686,Intergenic,chr12,Open_Sea
cg01092108,Intergenic,chr5,Open_Sea
cg01096886,Intergenic,chr12,N_Shelf
cg01098927,Intergenic,chr16,Island
cg01099300,Intergenic,chr10,Open_Sea
cg01102307,Intergenic,chr1,Open_Sea
cg01107240,Intergenic,chr16,Open_Sea
cg01108026,Intergenic,chr10,Open_Sea
cg01109464,Intergenic,chr15,S_Shelf
cg01110440,Intergenic,chr6,Open_Sea
cg01111006,Intergenic,chr6,Open_Sea
cg01113988,Intergenic,chr6,Open_Sea
cg01115389,Intergenic,chr3,Open_Sea
cg01116134,Intergenic,*,Open_Sea
cg01116873,Intergenic,chr7,Open_Sea
cg01119686,Intergenic,chr3,Open_Sea
cg01124539,Intergenic,chr9,N_Shore
cg01125141,Intergenic,chr13,S_Shore
cg01128295,Intergenic,*,Open_Sea
cg01131388,Intergenic,chr3,Open_Sea
cg01136471,Intergenic,*,Open_Sea
cg01138819,Intergenic,chr5,N_Shore
cg01139503,Intergenic,chr14,N_Shelf
cg01139553,Intergenic,chr3,Open_Sea
cg01139699,Intergenic,chr15,Open_Sea
cg01143938,Intergenic,chr22,S_Shore
cg01145398,Intergenic,chr10,Island
cg01152897,Intergenic,chr3,Open_Sea
cg01154903,Intergenic,chr1,Island
cg01159003,Intergenic,chr13,Open_Sea
cg01159194,Intergenic,chr16,Island
cg01161629,Intergenic,*,Open_Sea
cg01161644,Intergenic,chr16,N_Shore
cg01161936,Intergenic,chr11,N_Shore
cg01162494,Intergenic,*,Open_Sea
cg01164141,Intergenic,chr5,Open_Sea
cg01166253,Intergenic,chr8,N_Shelf
cg01168535,Intergenic,chr7,Island
cg01169151,Intergenic,chr2,Open_Sea
cg01170276,Intergenic,chr11,S_Shelf
cg01170591,Intergenic,chr2,S_Shelf
cg01171670,Intergenic,chr11,Open_Sea
cg01171887,Intergenic,chr14,N_Shore
cg01172073,Intergenic,chr6,Open_Sea
cg01177167,Intergenic,chr10,S_Shore
cg01178710,Intergenic,chr10,Open_Sea
cg01180552,Intergenic,chr16,Island
cg01182171,Intergenic,chr6,Open_Sea
cg01184194,Intergenic,chr5,Open_Sea
cg01188314,Intergenic,chr13,Open_Sea
cg01188722,Intergenic,chr6,Island
cg01190109,Intergenic,chr2,Open_Sea
cg01190566,Intergenic,chr19,Island
cg01191157,Intergenic,chr6,Open_Sea
cg01192745,Intergenic,chr3,Open_Sea
cg01193174,Intergenic,chr15,Open_Sea
cg01194073,Intergenic,chr14,Island
cg01196121,Intergenic,chr7,N_Shelf
cg01197763,Intergenic,chr1,N_Shore
cg01200086,Intergenic,chr2,N_Shelf
cg01200389,Intergenic,chr18,Island
cg01203614,Intergenic,chr4,N_Shore
cg01205639,Intergenic,chr11,Open_Sea
cg01205766,Intergenic,chr6,Open_Sea
cg01207473,Intergenic,chr6,N_Shore
cg01209987,Intergenic,chr11,Open_Sea
cg01210550,Intergenic,chr4,Island
cg01211852,Intergenic,chr8,Open_Sea
cg01212245,Intergenic,chr7,Open_Sea
cg01212373,Intergenic,chr14,N_Shelf
cg01214900,Intergenic,chr4,Open_Sea
cg01219347,Intergenic,chr2,Open_Sea
cg01219382,Intergenic,chr4,Open_Sea
cg01219682,Intergenic,chr4,S_Shelf
cg01219907,Intergenic,chr14,Open_Sea
cg01222732,Intergenic,chr2,S_Shore
cg01226417,Intergenic,chr14,N_Shelf
cg01226865,Intergenic,chr12,Island
cg01227239,Intergenic,chr4,N_Shore
cg01229658,Intergenic,chr15,Open_Sea
cg01232331,Intergenic,chr2,Open_Sea
cg01233518,Intergenic,*,Open_Sea
cg01233897,Intergenic,chr5,Open_Sea
cg01242698,Intergenic,chr13,Open_Sea
cg01242872,Intergenic,chr1,Island
cg01244601,Intergenic,chr4,Open_Sea
cg01245393,Intergenic,chr12,Open_Sea
cg01246444,Intergenic,chr2,Open_Sea
cg01247987,Intergenic,chr10,Open_Sea
cg01251434,Intergenic,chr5,S_Shelf
cg01253033,Intergenic,chr13,Open_Sea
cg01254719,Intergenic,chr20,N_Shore
cg01255021,Intergenic,chr16,Open_Sea
cg01255850,Intergenic,chr16,N_Shore
cg01256369,Intergenic,chr2,Open_Sea
cg01257697,Intergenic,chr17,Open_Sea
cg01260603,Intergenic,chr6,Open_Sea
cg01266375,Intergenic,chr4,Open_Sea
cg01266390,Intergenic,chr10,Open_Sea
cg01273613,Intergenic,*,Open_Sea
cg01280182,Intergenic,chr12,S_Shelf
cg01280881,Intergenic,chr5,Open_Sea
cg01281040,Intergenic,chr5,Open_Sea
cg01288645,Intergenic,chr4,Open_Sea
cg01291129,Intergenic,chr2,Open_Sea
cg01292856,Intergenic,chr11,N_Shelf
cg01294297,Intergenic,chr14,N_Shelf
cg01297367,Intergenic,chr17,Island
cg01298000,Intergenic,chr6,Island
cg01299332,Intergenic,chr5,Open_Sea
cg01299774,Intergenic,chr5,Island
cg01299925,Intergenic,chr12,Open_Sea
cg01300434,Intergenic,chr10,Open_Sea
cg01305830,Intergenic,chr4,S_Shelf
cg01309645,Intergenic,chr13,Island
cg01312828,Intergenic,chr6,N_Shelf
cg01314810,Intergenic,chr5,N_Shelf
cg01315621,Intergenic,chr2,N_Shelf
cg01316390,Intergenic,chrX,N_Shelf
cg01317226,Intergenic,chr3,Open_Sea
cg01321174,Intergenic,chr4,N_Shelf
cg01321873,Intergenic,chr5,Open_Sea
cg01323457,Intergenic,chr15,S_Shore
cg01326123,Intergenic,chr6,Open_Sea
cg01327685,Intergenic,chr13,N_Shore
cg01328444,Intergenic,chr6,Open_Sea
cg01328703,Intergenic,chr3,N_Shore
cg01329057,Intergenic,chr2,N_Shore
cg01329973,Intergenic,chr16,N_Shore
cg01330050,Intergenic,chr10,S_Shore
cg01331309,Intergenic,chr6,Open_Sea
cg01332151,Intergenic,*,Open_Sea
cg01332534,Intergenic,chr2,N_Shore
cg01335162,Intergenic,chr22,S_Shore
cg01335210,Intergenic,chr10,Open_Sea
cg01336571,Intergenic,chr13,S_Shore
cg01336629,Intergenic,chr16,Open_Sea
cg01336858,Intergenic,chr15,Open_Sea
cg01342858,Intergenic,*,Open_Sea
cg01344162,Intergenic,chr13,Open_Sea
cg01350934,Intergenic,chr16,Open_Sea
cg01351756,Intergenic,chr9,N_Shore
cg01353670,Intergenic,chr3,Open_Sea
cg01355108,Intergenic,chr9,N_Shore
cg01356872,Intergenic,chr2,Open_Sea
cg01357003,Intergenic,*,Open_Sea
cg01364172,Intergenic,chr9,N_Shore
cg01364253,Intergenic,chrX,N_Shore
cg01365486,Intergenic,chr6,Island
cg01366354,Intergenic,chr16,S_Shelf
cg01369479,Intergenic,chr2,Open_Sea
cg01371420,Intergenic,chr2,S_Shelf
cg01372249,Intergenic,chr2,Open_Sea
cg01374592,Intergenic,chr6,Open_Sea
cg01375869,Intergenic,chr10,N_Shore
cg01377268,Intergenic,chr2,Open_Sea
cg01378062,Intergenic,chr3,Open_Sea
cg01381617,Intergenic,chr4,Open_Sea
cg01386185,Intergenic,chr3,Open_Sea
cg01394884,Intergenic,chr4,Open_Sea
cg01396138,Intergenic,chr9,N_Shore
cg01398415,Intergenic,chr1,Island
cg01403307,Intergenic,chr10,N_Shore
cg01403655,Intergenic,chr13,Open_Sea
cg01405303,Intergenic,chrX,Island
cg01408010,Intergenic,chr3,Open_Sea
cg01408860,Intergenic,chr16,Open_Sea
cg01411921,Intergenic,chr7,S_Shore
cg01414014,Intergenic,chr2,S_Shore
cg01414663,Intergenic,chr6,Open_Sea
cg01414728,Intergenic,chr12,Open_Sea
cg01418910,Intergenic,chr5,S_Shelf
cg01419069,Intergenic,chrX,Island
cg01421539,Intergenic,chr17,Open_Sea
cg01422012,Intergenic,chr1,N_Shelf
cg01422767,Intergenic,chr7,Open_Sea
cg01423776,Intergenic,chr7,N_Shore
cg01423883,Intergenic,chr16,Open_Sea
cg01423916,Intergenic,chr11,Open_Sea
cg01425604,Intergenic,chr10,S_Shelf
cg01426041,Intergenic,chr16,Open_Sea
cg01426808,Intergenic,chr8,Open_Sea
cg01426818,Intergenic,chr17,Island
cg01427848,Intergenic,chr11,Open_Sea
cg01427909,Intergenic,chr3,N_Shore
cg01428231,Intergenic,chr12,Open_Sea
cg01429032,Intergenic,*,Open_Sea
cg01431063,Intergenic,chr10,Island
cg01431873,Intergenic,chr16,Open_Sea
cg01433332,Intergenic,chr16,Island
cg01433343,Intergenic,chr2,S_Shore
cg01435791,Intergenic,chr19,S_Shore
cg01438868,Intergenic,chr3,Open_Sea
cg01442068,Intergenic,chr17,S_Shelf
cg01445827,Intergenic,chr1,Open_Sea
cg01446203,Intergenic,chr2,Island
cg01446325,Intergenic,chr13,Open_Sea
cg01450725,Intergenic,chr4,S_Shore
cg01451101,Intergenic,chr16,N_Shore
cg01454430,Intergenic,chr4,Island
cg01456663,Intergenic,chr7,Open_Sea
cg01460430,Intergenic,chr8,Open_Sea
cg01462453,Intergenic,chr7,Open_Sea
cg01464093,Intergenic,chr3,S_Shelf
cg01466288,Intergenic,chr1,Island
cg01466348,Intergenic,chr2,Open_Sea
cg01466976,Intergenic,chr5,S_Shore
cg01471264,Intergenic,chr2,N_Shore
cg01473840,Intergenic,*,Open_Sea
cg01473983,Intergenic,chr16,Open_Sea
cg01474677,Intergenic,chr9,N_Shore
cg01477933,Intergenic,chr12,Open_Sea
cg01478204,Intergenic,chr11,S_Shore
cg01486183,Intergenic,chr14,Open_Sea
cg01487468,Intergenic,chr6,Open_Sea
cg01492470,Intergenic,chr20,Open_Sea
cg01493412,Intergenic,chr2,N_Shelf
cg01493522,Intergenic,chr13,S_Shelf
cg01494033,Intergenic,chr10,N_Shelf
cg01496759,Intergenic,chr14,Open_Sea
cg01498641,Intergenic,chr16,S_Shelf
cg01502588,Intergenic,chr2,N_Shore
cg01505878,Intergenic,chr11,Open_Sea
cg01506855,Intergenic,chr2,N_Shore
cg01509464,Intergenic,chr14,Island
cg01512089,Intergenic,chr17,Open_Sea
cg01512113,Intergenic,chr1,S_Shore
cg01513086,Intergenic,chr8,S_Shelf
cg01513894,Intergenic,chr16,Open_Sea
cg01514415,Intergenic,chr1,Island
cg01515574,Intergenic,chr8,S_Shelf
cg01515960,Intergenic,chr19,Island
cg01518225,Intergenic,chr8,Island
cg01518906,Intergenic,*,Open_Sea
cg01520234,Intergenic,chr2,Open_Sea
cg01520309,Intergenic,chr1,S_Shelf
cg01527307,Intergenic,chr6,Open_Sea
cg01529201,Intergenic,chr22,N_Shelf
cg01530154,Intergenic,chr6,Open_Sea
cg01532392,Intergenic,chr3,Open_Sea
cg01532589,Intergenic,chr14,Open_Sea
cg01536104,Intergenic,chr3,Open_Sea
cg01537665,Intergenic,chr6,S_Shore
cg01538301,Intergenic,chr14,Open_Sea
cg01540172,Intergenic,chr16,S_Shelf
cg01542190,Intergenic,*,Open_Sea
cg01546561,Intergenic,chr6,Open_Sea
cg01548456,Intergenic,chr22,N_Shore
cg01548889,Intergenic,chr16,Open_Sea
cg01549106,Intergenic,chr5,Open_Sea
cg01553335,Intergenic,chr6,Open_Sea
cg01554970,Intergenic,chr16,N_Shelf
cg01555052,Intergenic,chr14,Open_Sea
cg01555397,Intergenic,chr6,N_Shore
cg01558281,Intergenic,chr1,N_Shelf
cg01558916,Intergenic,chr19,N_Shore
cg01561878,Intergenic,chr7,Island
cg01562175,Intergenic,chr13,Open_Sea
cg01562502,Intergenic,chr3,N_Shore
cg01566312,Intergenic,chr1,Open_Sea
cg01568317,Intergenic,chr14,S_Shelf
cg01570504,Intergenic,chr11,Open_Sea
cg01571383,Intergenic,chr5,Open_Sea
cg01571548,Intergenic,chr16,N_Shelf
cg01571625,Intergenic,chr19,N_Shore
cg01572144,Intergenic,chr2,Island
cg01573067,Intergenic,chr6,S_Shelf
cg01573622,Intergenic,*,Open_Sea
cg01574513,Intergenic,chr16,Island
cg01575519,Intergenic,chr16,Open_Sea
cg01577029,Intergenic,chr12,Open_Sea
cg01578265,Intergenic,chr5,Open_Sea
cg01578442,Intergenic,chr5,Open_Sea
cg01586045,Intergenic,chr5,S_Shelf
cg01588444,Intergenic,chr12,S_Shore
cg01588455,Intergenic,chr14,S_Shore
cg01590076,Intergenic,chr8,Open_Sea
cg01593552,Intergenic,chr13,Open_Sea
cg01594125,Intergenic,chr4,Open_Sea
cg01594290,Intergenic,chr1,N_Shore
cg01594538,Intergenic,chr16,Open_Sea
cg01594981,Intergenic,chr13,Open_Sea
cg01595178,Intergenic,chr4,N_Shore
cg01595666,Intergenic,chr8,N_Shore
cg01595951,Intergenic,chr5,S_Shelf
cg01597398,Intergenic,chr17,S_Shore
cg01601658,Intergenic,chr6,Open_Sea
cg01603079,Intergenic,chr10,Island
cg01603456,Intergenic,chr5,Island
cg01603973,Intergenic,chr17,Open_Sea
cg01608001,Intergenic,chr5,Open_Sea
cg01608493,Intergenic,chr6,S_Shore
cg01609268,Intergenic,chr13,N_Shore
cg01612140,Intergenic,chr6,Open_Sea
cg01613048,Intergenic,chr4,Open_Sea
cg01613870,Intergenic,chr6,Open_Sea
cg01614102,Intergenic,chr12,N_Shore
cg01615861,Intergenic,chr16,Open_Sea
cg01618535,Intergenic,chr21,Open_Sea
cg01618719,Intergenic,chr12,Open_Sea
cg01618988,Intergenic,chr20,N_Shore
cg01619416,Intergenic,chr16,Island
cg01619825,Intergenic,chr20,S_Shore
cg01620082,Intergenic,chr3,Island
cg01622439,Intergenic,chr13,Open_Sea
cg01624173,Intergenic,chr14,Open_Sea
cg01624504,Intergenic,chr13,Island
cg01624768,Intergenic,chr16,S_Shore
cg01625783,Intergenic,chr1,Island
cg01626707,Intergenic,chr14,S_Shore
cg01626995,Intergenic,chr9,N_Shore
cg01627669,Intergenic,chr12,Open_Sea
cg01630883,Intergenic,chr16,Open_Sea
cg01631226,Intergenic,chr22,Open_Sea
cg01635128,Intergenic,chr4,Open_Sea
cg01635555,Intergenic,chr16,S_Shore
cg01636413,Intergenic,chr13,Island
cg01638188,Intergenic,chr4,S_Shore
cg01641092,Intergenic,chr6,N_Shore
cg01644481,Intergenic,chr6,Island
cg01644702,Intergenic,chr2,Open_Sea
cg01648750,Intergenic,chr11,Open_Sea
cg01654566,Intergenic,chr22,Island
cg01656588,Intergenic,chr5,N_Shore
cg01658277,Intergenic,chr8,Island
cg01660716,Intergenic,chr14,S_Shelf
cg01662158,Intergenic,chr6,Open_Sea
cg01663008,Intergenic,chr2,Open_Sea
cg01663677,Intergenic,chr7,Open_Sea
cg01664267,Intergenic,chr8,N_Shore
cg01664325,Intergenic,chr6,Open_Sea
cg01666416,Intergenic,chr7,N_Shore
cg01667007,Intergenic,chr12,S_Shore
cg01673753,Intergenic,chrX,N_Shore
cg01675104,Intergenic,chr16,Open_Sea
cg01675694,Intergenic,chr7,Open_Sea
cg01678802,Intergenic,chr7,Open_Sea
cg01680010,Intergenic,chr7,S_Shore
cg01680054,Intergenic,chr3,Open_Sea
cg01687177,Intergenic,chr3,S_Shore
cg01687217,Intergenic,chr7,N_Shore
cg01687558,Intergenic,chr7,Island
cg01688243,Intergenic,*,Open_Sea
cg01691160,Intergenic,chr4,Open_Sea
cg01692978,Intergenic,chr16,Open_Sea
cg01693423,Intergenic,chr13,Open_Sea
cg01693539,Intergenic,chr2,N_Shore
cg01695255,Intergenic,chr13,Open_Sea
cg01698579,Intergenic,chr13,Island
cg01700358,Intergenic,chr7,S_Shelf
cg01701302,Intergenic,chr6,N_Shore
cg01704252,Intergenic,*,Open_Sea
cg01704580,Intergenic,chr22,N_Shore
cg01705036,Intergenic,chr7,Open_Sea
cg01705495,Intergenic,chr12,N_Shore
cg01707313,Intergenic,chr17,Open_Sea
cg01709045,Intergenic,chr6,N_Shore
cg01709677,Intergenic,chr2,Open_Sea
cg01709689,Intergenic,chr7,N_Shore
cg01710510,Intergenic,chr12,Open_Sea
cg01713348,Intergenic,chr16,N_Shore
cg01713430,Intergenic,chrX,N_Shore
cg01715525,Intergenic,chr14,Island
cg01715538,Intergenic,chr6,Open_Sea
cg01720475,Intergenic,chr1,Open_Sea
cg01722493,Intergenic,chr6,N_Shore
cg01726448,Intergenic,chr7,Open_Sea
cg01727923,Intergenic,chr2,Open_Sea
cg01730148,Intergenic,chr2,N_Shore
cg01731766,Intergenic,chr20,Island
cg01739354,Intergenic,chr6,Open_Sea
cg01740544,Intergenic,chr7,Open_Sea
cg01745789,Intergenic,chr7,Island
cg01746550,Intergenic,chr2,Open_Sea
cg01747926,Intergenic,chr7,Open_Sea
cg01750019,Intergenic,chr13,Open_Sea
cg01750221,Intergenic,chr12,Open_Sea
cg01751961,Intergenic,chr13,S_Shelf
cg01753208,Intergenic,chr5,Island
cg01753252,Intergenic,chr16,Open_Sea
cg01754423,Intergenic,chr16,Open_Sea
cg01755100,Intergenic,chr17,S_Shelf
cg01755924,Intergenic,chr8,Open_Sea
cg01756899,Intergenic,chr16,Island
cg01759114,Intergenic,chr8,Open_Sea
cg01760090,Intergenic,chr8,S_Shore
cg01761236,Intergenic,chr14,Open_Sea
cg01762785,Intergenic,chr22,N_Shore
cg01764559,Intergenic,chr11,Open_Sea
cg01765416,Intergenic,chr12,Island
cg01769392,Intergenic,chr6,Island
cg01770164,Intergenic,chr11,Open_Sea
cg01772422,Intergenic,chr17,N_Shelf
cg01773927,Intergenic,chr12,Island
cg01775930,Intergenic,chr1,S_Shelf
cg01775970,Intergenic,*,Open_Sea
cg01776188,Intergenic,chr5,Island
cg01777812,Intergenic,chr4,Open_Sea
cg01777861,Intergenic,chr4,Island
cg01779270,Intergenic,*,Open_Sea
cg01779679,Intergenic,chr16,Open_Sea
cg01779724,Intergenic,*,Open_Sea
cg01780171,Intergenic,chr2,Open_Sea
cg01785605,Intergenic,chr6,Open_Sea
cg01791778,Intergenic,chr2,S_Shore
cg01791785,Intergenic,*,Open_Sea
cg01791865,Intergenic,chr5,Open_Sea
cg01793178,Intergenic,chr1,S_Shelf
cg01801842,Intergenic,*,Open_Sea
cg01802596,Intergenic,chr9,N_Shore
cg01803771,Intergenic,chr8,Open_Sea
cg01804193,Intergenic,chr12,Island
cg01805427,Intergenic,chr8,S_Shelf
cg01806088,Intergenic,chr3,Open_Sea
cg01806382,Intergenic,chr12,Open_Sea
cg01806741,Intergenic,chr6,S_Shelf
cg01807131,Intergenic,chr7,Open_Sea
cg01807741,Intergenic,chr11,Open_Sea
cg01807921,Intergenic,chr1,N_Shelf
cg01809895,Intergenic,chr2,Open_Sea
cg01811126,Intergenic,chr2,N_Shelf
cg01811559,Intergenic,chr3,N_Shelf
cg01812401,Intergenic,chr14,S_Shelf
cg01814027,Intergenic,chr8,Open_Sea
cg01814149,Intergenic,chr5,N_Shore
cg01815783,Intergenic,chr4,S_Shelf
cg01817286,Intergenic,*,Open_Sea
cg01818642,Intergenic,chr5,N_Shore
cg01819167,Intergenic,chr12,Open_Sea
cg01820954,Intergenic,chr6,Open_Sea
cg01822827,Intergenic,chr8,Open_Sea
cg01823079,Intergenic,chr12,Open_Sea
cg01823440,Intergenic,chr8,S_Shelf
cg01824649,Intergenic,chr5,Open_Sea
cg01825137,Intergenic,chr3,Open_Sea
cg01825355,Intergenic,chr6,N_Shore
cg01826254,Intergenic,chr16,Open_Sea
cg01832757,Intergenic,chr6,N_Shelf
cg01836199,Intergenic,chr11,Open_Sea
cg01836724,Intergenic,chr5,Open_Sea
cg01838965,Intergenic,chr6,Open_Sea
cg01839565,Intergenic,chr5,Open_Sea
cg01841641,Intergenic,chr2,N_Shore
cg01842395,Intergenic,chr17,N_Shelf
cg01843034,Intergenic,chr6,Island
cg01843999,Intergenic,chr5,Open_Sea
cg01844751,Intergenic,chr1,N_Shore
cg01845501,Intergenic,chr5,Open_Sea
cg01849093,Intergenic,chr11,Open_Sea
cg01849903,Intergenic,chr3,N_Shelf
cg01856525,Intergenic,chr3,Island
cg01856642,Intergenic,chr3,Open_Sea
cg01858698,Intergenic,chr1,N_Shore
cg01860189,Intergenic,chr12,Island
cg01860706,Intergenic,chr15,Open_Sea
cg01860743,Intergenic,chr7,Open_Sea
cg01861019,Intergenic,chr11,Open_Sea
cg01862641,Intergenic,chr8,Island
cg01863042,Intergenic,chr13,Open_Sea
cg01864069,Intergenic,chr14,S_Shelf
cg01865066,Intergenic,chr16,N_Shore
cg01871631,Intergenic,chr8,Open_Sea
cg01872122,Intergenic,chr5,S_Shelf
cg01872593,Intergenic,chr14,Open_Sea
cg01875784,Intergenic,chr5,N_Shore
cg01877644,Intergenic,chr19,Island
cg01879506,Intergenic,chr16,Open_Sea
cg01882033,Intergenic,chr1,N_Shore
cg01888251,Intergenic,chr6,Open_Sea
cg01891497,Intergenic,chr11,Open_Sea
cg01893030,Intergenic,chr5,Open_Sea
cg01893629,Intergenic,chr12,S_Shelf
cg01894366,Intergenic,chr3,Open_Sea
cg01897156,Intergenic,chr16,Island
cg01901022,Intergenic,chr13,Open_Sea
cg01901101,Intergenic,chr1,N_Shore
cg01903420,Intergenic,chr13,Open_Sea
cg01903440,Intergenic,chr13,Open_Sea
cg01904151,Intergenic,chr3,Open_Sea
cg01905690,Intergenic,chr14,Open_Sea
cg01907426,Intergenic,chr1,Open_Sea
cg01910330,Intergenic,chr14,N_Shelf
cg01910494,Intergenic,chr16,N_Shore
cg01912692,Intergenic,chr5,Open_Sea
cg01912838,Intergenic,chr3,Open_Sea
cg01914231,Intergenic,chr1,Open_Sea
cg01916237,Intergenic,chr4,S_Shore
cg01917069,Intergenic,chr8,Open_Sea
cg01917669,Intergenic,chr21,N_Shore
cg01918114,Intergenic,*,Open_Sea
cg01920011,Intergenic,chr8,N_Shore
cg01923037,Intergenic,chr11,S_Shore
cg01923272,Intergenic,*,Open_Sea
cg01923395,Intergenic,chr4,Open_Sea
cg01923531,Intergenic,chrX,N_Shore
cg01924952,Intergenic,chr2,Open_Sea
cg01925699,Intergenic,chr11,S_Shore
cg01925891,Intergenic,chr11,Open_Sea
cg01927921,Intergenic,chr5,Open_Sea
cg01928418,Intergenic,chr22,S_Shore
cg01930395,Intergenic,chr2,S_Shelf
cg01930924,Intergenic,chr5,Open_Sea
cg01931222,Intergenic,chr12,Open_Sea
cg01931883,Intergenic,chr1,Open_Sea
cg01932558,Intergenic,chr11,N_Shelf
cg01933240,Intergenic,chr1,N_Shore
cg01933836,Intergenic,chr11,N_Shore
cg01934819,Intergenic,chr16,S_Shelf
cg01935436,Intergenic,chr7,Open_Sea
cg01935942,Intergenic,chr12,N_Shore
cg01935989,Intergenic,chr14,S_Shore
cg01936013,Intergenic,chr4,Open_Sea
cg01937601,Intergenic,chr16,S_Shelf
cg01939912,Intergenic,*,Open_Sea
cg01941027,Intergenic,chr2,Open_Sea
cg01941817,Intergenic,chr1,Open_Sea
cg01943845,Intergenic,chr11,Open_Sea
cg01944302,Intergenic,chr16,Island
cg01944484,Intergenic,*,Open_Sea
cg01947583,Intergenic,chr4,S_Shelf
cg01951698,Intergenic,chr16,Open_Sea
cg01951947,Intergenic,chr10,Island
cg01952913,Intergenic,*,Open_Sea
cg01958256,Intergenic,chr5,Open_Sea
cg01958372,Intergenic,chr7,N_Shore
cg01959050,Intergenic,chr16,S_Shelf
cg01960686,Intergenic,chr1,Open_Sea
cg01960748,Intergenic,chr1,Open_Sea
cg01962509,Intergenic,chr2,Island
cg01962821,Intergenic,chr1,Open_Sea
cg01966459,Intergenic,chr8,Open_Sea
cg01967586,Intergenic,chr1,S_Shelf
cg01970040,Intergenic,chr17,Open_Sea
cg01971034,Intergenic,chr1,N_Shelf
cg01971552,Intergenic,chr5,Island
cg01975934,Intergenic,chr8,Open_Sea
cg01978544,Intergenic,chr6,Island
cg01978937,Intergenic,chr20,N_Shore
cg01985201,Intergenic,chr3,Open_Sea
cg01987196,Intergenic,chrX,N_Shelf
cg01987516,Intergenic,chr10,Island
cg01988459,Intergenic,chr11,Island
cg01994014,Intergenic,chr6,N_Shore
cg01996297,Intergenic,chr6,Open_Sea
cg01996343,Intergenic,chr3,N_Shore
cg01996497,Intergenic,chr19,Island
cg02013841,Intergenic,chr13,Open_Sea
cg02014014,Intergenic,chr8,Open_Sea
cg02015607,Intergenic,chr16,Island
cg02017323,Intergenic,chr16,Island
cg02019125,Intergenic,chr3,Open_Sea
